date,E0,Eend,min_energy,G,H,peak_emergency_kw,plan_cost,emergency_cost,cash_cost,emergency_days,emergency_slots,unused,curtailment,pv,storage_loss,max_residual,model,alpha,plan_feasible,objective,constraint_violation,risk_budget,risk_cvar,stress_budget,design_stress_cost,forecast_train_end,scene_end,effective_scenarios,var_exceeded,development_stress_worst_cost,locked_plan_sha256,array_sha256,predicted_beta,predicted_mean_emergency_cost,predicted_emergency_var,predicted_emergency_cvar,predicted_robust_emergency_cvar,predicted_cash_var,predicted_cash_cvar,predicted_emergency_probability,predicted_mean_end_energy,predicted_low_end_energy,predicted_minimum_energy,predicted_worst_emergency_kwh,predicted_effective_n,optimizer_evaluations
2025-02-01,10800.0,6905.317098980223,2083.9710934114387,39123.616055945735,0.0,0.0,21437.2982316926,0.0,21437.2982316926,0,0,1846.848161133855,3753.677191975312,41927.03035,3039.597670523012,8.526512829121202e-13,M1,0.3250000000000001,True,27703.352281480526,0.0,,,,,2025-01-31,2025-01-31,28.047968011126635,False,69352.56424709082,50720374ff41ed1d2738b04d3c18f1d072b7c48e55e8f1738c2db0fc262b9015,73c68f26d0649c17180086f8fe40a39b3a204b6e1f20a2099ebac9d789f03274,0.9,7067.932953395547,1462.8413386543584,70066.42536587105,187294.62162725392,22900.139570346957,91503.72359756366,0.20216764322947597,6378.4796598002395,5728.904263300266,1336.921296296296,47408.40793922325,28.047968011126635,3000
2025-02-02,6905.317098980223,3844.1075518386306,1640.1359797808038,87517.3608313835,0.0,0.0,56395.66576224468,0.0,56395.66576224468,0,0,8024.857271377822,59.174066666666704,43349.69469999999,4138.261090480601,9.094947017729282e-13,M1,0.5999999999999999,True,63990.5623647601,0.0,,,,,2025-02-01,2025-02-01,28.804209643720352,False,83077.65366491782,41472f59f091b8e2a0bfee072cee6e37981108bc6ff4b0539402268f1fcb6c05,6a599e743c2930b1a42ffc5a7f39159c8723239087e018efe2d54692b0179a95,0.9,7737.270596740664,3209.7754349644524,73671.87535571403,190378.8709928439,59605.44119720913,130067.54111795871,0.4148617998173306,3532.401288124326,2883.3420012322094,1276.8611111111118,47595.16095015185,28.804209643720352,3000
2025-02-03,3844.1075518386306,4357.750059615781,1941.6987850214196,89615.19819106825,0.0,0.0,56969.607393157705,0.0,56969.607393157705,0,0,4594.984012051376,0.0,42386.85249999999,4289.655171239749,9.094947017729282e-13,M1,0.39999999999999997,True,64306.7507392731,0.0,,,,,2025-02-02,2025-02-02,29.91039312965003,False,99183.46072362221,9d024b9de4779f2970d73a996fc356bbd79556d6b0f35b819a0ab79d43ab8f51,0a81da19d6d6b8700acfaa08f0135100957ac53fa6f66c15a570b1c7cb384697,0.9,6261.755100579698,2982.4269343196083,59602.70935545644,179711.44268013854,59952.03432747731,116572.31674861415,0.3165412025438142,4025.734022650685,3252.3671370240186,1356.481481494913,47529.19864326916,29.91039312965003,3000
2025-02-04,4357.750059615781,4533.337570197474,1918.4129286659095,89697.26948386698,0.0,0.0,56971.22861903352,0.0,56971.22861903352,0,0,3792.3174307574654,0.0,40383.2349,4534.50059252782,9.094947017729282e-13,M1,0.425,True,63710.45503106518,0.0,,,,,2025-02-03,2025-02-03,31.196761996969347,False,98070.18813261291,ee5627de7eb4c645a43de6066dd049fc1e1b5008b890c3c862928a529806e888,10d229101c3e1cd358ab3d670f185c4bd3ce9600561c7f658ff7fe6440ca8961,0.9,6063.503924740994,1913.9960990224386,58194.88157442261,177740.70250088788,58885.22471805596,115166.11019345613,0.37822002653599635,4270.835239005459,3549.4295818776845,1377.083333333334,47050.75969247986,31.196761996969347,3000
2025-02-05,4533.337570197474,4776.718899900168,1451.3990254787086,89547.31760324248,0.0,0.0,56621.856375692136,0.0,56621.856375692136,0,0,4044.405396742458,0.0,41242.65745,4511.103893463998,9.094947017729282e-13,M1,0.7499999999999999,True,63413.96944904592,0.0,,,,,2025-02-04,2025-02-04,32.78060316821474,False,95546.70481004777,08df006e37849d36e5ae15201dc8f190109fb5ffe5811254fcc592ba421bcdf6,cc8c455c293be39a6799c490e1e9d09595c37ccf741d1993357df5fb4aa5a7fd,0.9,6803.45119859956,4333.805224486836,60051.52289475088,174654.95157481314,60955.66160017897,116673.37927044302,0.5781812815284938,4674.432966860768,4004.0233105513075,1199.9999999999993,47711.12851922881,32.78060316821474,3000
2025-02-06,4776.718899900168,4744.274416284332,1952.1864092655608,89457.96262709645,0.0,0.0,57071.26841579931,0.0,57071.26841579931,0,0,4993.373940564721,1.400816666666742,41981.10548333333,4224.575136814235,9.094947017729282e-13,M1,0.39999999999999997,True,63323.19852036257,0.0,,,,,2025-02-05,2025-02-05,33.86212468912227,False,97092.84407604524,4e07805758428660612cf966d6447aeaf05bcf02be6be859ff1b82a8584fd0d8,526ebe5f8175fa1674fcd752da8c95cc01b434e4d994306a2af88dcc84647f51,0.9,6392.308592032875,1986.4726401359687,61423.50796515028,181754.23813706244,59057.74105593528,118494.7763809496,0.3783772740649639,4571.259442357557,3842.829509411851,1356.3518518518517,47134.76161513501,33.86212468912227,3000
2025-02-07,4744.274416284332,4437.369086488412,1666.322607867221,41964.25882041657,0.0,0.0,22258.9653115739,0.0,22258.9653115739,0,0,1913.106111073682,4916.508180041155,44362.91726666666,3635.8701924309926,9.094947017729282e-13,M1,0.3000000000000001,True,27929.65139216416,0.0,,,,,2025-02-06,2025-02-06,34.638808005107244,False,69285.32539736018,da567ae19b983821d3940e9a8a791806aa086b2ef75e8e745b089c22544d64d1,20f616a48423feb05ecf4fa4ff8d8fc005351d35bd13970229a7e9ccb69a5dbc,0.9,5902.194829150108,1131.391855124072,58508.04577854669,177479.07046258682,23390.35716669797,80767.01109012059,0.21775684377621585,4596.5295606192885,3743.966176820045,1325.333333333333,47471.49268704456,34.638808005107244,3000
2025-02-08,4437.369086488412,4370.804204854815,1678.1058703703718,40806.24928267719,0.0,0.0,21434.252860817156,0.0,21434.252860817156,0,0,1946.1280477002333,3780.0540666666666,44169.6248,3569.4693332772385,8.739675649849232e-13,M1,0.3000000000000001,True,26979.52651241842,0.0,,,,,2025-02-07,2025-02-07,34.37643360843018,False,75094.59467324024,0d37684481384a85eb3471a7071ec502fe1bd1d9ec0939ea1f1dd759ce93bedf,fea0ae759a4c3063090e521520b58755e97fc73a54afd697a96f3e67f58a0a1b,0.9,6383.137903595981,935.9826785305519,63510.522983198345,181158.43128125378,22370.23553934771,84944.7758440155,0.22292722388761635,4336.171290204751,3508.445617652432,1331.0818451058199,47125.83154472789,34.37643360843018,3000
2025-02-09,4370.804204854815,4398.922781669186,1291.0860383597878,86899.34160451518,0.0,0.0,54700.115679350485,0.0,54700.115679350485,0,0,2803.604660665987,0.0,41992.48759999999,4512.202400368165,9.094947017729282e-13,M1,0.9,True,61083.25167162463,0.0,,,,,2025-02-08,2025-02-08,35.152832400658255,False,102250.06588362023,c6420bb4300e0758aee5509324c1516d6eb45daaaaa61fade5c396763d5a0a17,7c735d7a45048cf5bdf2397e1d9b4cf514e99e55daf9a45522839f7941b2055c,0.9,7346.3420737393435,5096.872104545677,65447.33630988071,180291.74898870056,59796.98778389616,120147.4519892312,0.5459421400711588,4557.517045436945,3997.108138426241,1199.999999999999,48451.43429415156,35.152832400658255,3000
2025-02-10,4398.922781669186,4271.623160432729,1288.0449573415854,87482.74216251433,0.0,0.0,55003.34859484354,0.0,55003.34859484354,0,0,8708.39525223712,670.6342499999997,47150.92693333333,3904.3746981803424,9.094947017729282e-13,M1,0.9,True,61213.49343873003,0.0,,,,,2025-02-09,2025-02-09,37.353081342028865,False,80786.41517837316,f65143eac1e7d2c5908e1ca77192ae3812b78d76692d6531cca3d5201659daea,792ab61e0c57a464c7c78641e6627e54df1a3c9a348b9b5f1c847f8299c93b3e,0.9,6385.118967242672,5048.194739057852,54703.72804895821,169496.07135799451,60051.54333390139,109707.07664380176,0.5476105149588597,4582.759391677411,4024.4350485739483,1200.0000000000014,48389.44649972951,37.353081342028865,3000
